id,text,skills,categories,source,anchor_skill,anchor_category
sample-01601,"This Engineering Manager position focuses on building high-impact data products. Strong experience with Agile, unit testing, restful api, and computer vision is expected. The role needs hands-on knowledge of restful api, computer vision, and React. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with django and Problem Solving.",Agile|Computer Vision|Django|Problem Solving|REST APIs|React|Unit Testing,Architecture|Data/AI|Framework/Library|Process|Soft Skill|Testing/Quality,synthetic,Agile,Process
sample-00403,"This Full Stack Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of django, team lead, and Terraform. Required skills include Terraform and Redis. You will translate business requirements into deployable technical solutions. Preferred experience includes MySQL.",Django|Leadership|MySQL|Redis|Terraform,Cloud/DevOps|Database|Framework/Library|Soft Skill,synthetic,Django,Framework/Library
sample-00668,"The DevOps Engineer will help modernize our platform and delivery process. Strong experience with Kubernetes, cross-functional, and PyTest is expected. The role needs hands-on knowledge of PyTest and Angular. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Flask and cpp.",Angular|C++|Collaboration|Flask|Kubernetes|PyTest,Cloud/DevOps|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,Kubernetes,Cloud/DevOps
sample-00871,"Our team needs a Analytics Engineer to scale critical business workflows. Required skills include mongo, Jenkins, scrum, and Redis. The role needs hands-on knowledge of scrum, Redis, and unix. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes R.",Jenkins|Linux|MongoDB|R|Redis|Scrum,Cloud/DevOps|Database|Process|Programming Language|Tooling,synthetic,MongoDB,Database
sample-01209,"Our team needs a Machine Learning Engineer to scale critical business workflows. The role needs hands-on knowledge of Tableau, hadoop, and elasticsearch. Required skills include elasticsearch and Problem Solving. You will translate business requirements into deployable technical solutions. Nice to have: MongoDB and Deep Learning.",Deep Learning|Elasticsearch|Hadoop|MongoDB|Problem Solving|Tableau,Data/AI|Database|Soft Skill,synthetic,Tableau,Data/AI
sample-01720,"The Machine Learning Engineer will help modernize our platform and delivery process. You must have experience with collaboration, powerbi, and Spark. Required skills include Spark and Flask. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with Django.",Collaboration|Django|Flask|Power BI|Spark,Data/AI|Framework/Library|Soft Skill,synthetic,Collaboration,Soft Skill
sample-01783,"The Team Lead will help modernize our platform and delivery process. Strong experience with mentoring, Spring Boot, and JavaScript is expected. Required skills include JavaScript and postgresql. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: rest api.",JavaScript|Mentoring|PostgreSQL|REST APIs|Spring Boot,Architecture|Database|Framework/Library|Programming Language|Soft Skill,synthetic,Mentoring,Soft Skill
sample-00809,The DevOps Engineer will help modernize our platform and delivery process. Strong experience with ci/cd and snowflake is expected. Strong experience with snowflake and FastAPI is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with csharp and PyTest.,C#|CI/CD|FastAPI|PyTest|Snowflake,Cloud/DevOps|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,CI/CD,Cloud/DevOps
sample-00660,"This Cloud Engineer position focuses on building high-impact data products. Required skills include Kubernetes, Jenkins, and PyTorch. You must have experience with PyTorch and fast api. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with go.",FastAPI|Go|Jenkins|Kubernetes|PyTorch,Cloud/DevOps|Framework/Library|Programming Language,synthetic,Kubernetes,Cloud/DevOps
sample-01646,"We are hiring a Product Engineer to build reliable production systems. Required skills include Communication, microservices, and Jenkins. You must have experience with Jenkins and R. You will translate business requirements into deployable technical solutions. Nice to have: k8s and Power BI.",Communication|Jenkins|Kubernetes|Microservices|Power BI|R,Architecture|Cloud/DevOps|Data/AI|Programming Language|Soft Skill,synthetic,Communication,Soft Skill
sample-00371,"This Backend Engineer position focuses on building high-impact data products. Required skills include express.js, mongo, Go, and sql. You must have experience with Go, sql, and apache spark. You will translate business requirements into deployable technical solutions. Nice to have: hadoop and junit.",Express.js|Go|Hadoop|JUnit|MongoDB|SQL|Spark,Data/AI|Database|Framework/Library|Programming Language|Testing/Quality,synthetic,Express.js,Framework/Library
sample-01177,"The Application Engineer will help modernize our platform and delivery process. You must have experience with hadoop and vue.js. You must have experience with vue.js and pytorch. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes Azure and Spring Boot.",Azure|Hadoop|PyTorch|Spring Boot|Vue.js,Cloud/DevOps|Data/AI|Framework/Library,synthetic,Hadoop,Data/AI
sample-00642,"We are hiring a Infrastructure Engineer to build reliable production systems. You must have experience with Docker and continuous delivery. The role needs hands-on knowledge of continuous delivery and node. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with cpp.",C++|CI/CD|Docker|Node.js,Cloud/DevOps|Framework/Library|Programming Language,synthetic,Docker,Cloud/DevOps
sample-00042,"This Platform Engineer position focuses on building high-impact data products. You must have experience with Java, etl, and AWS. Strong experience with AWS and Snowflake is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: js.",AWS|ETL|Java|JavaScript|Snowflake,Cloud/DevOps|Data/AI|Database|Programming Language,synthetic,Java,Programming Language
sample-00636,"The Cloud Engineer will help modernize our platform and delivery process. Strong experience with Docker and Express.js is expected. Required skills include Express.js and scrum. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes Angular.",Angular|Docker|Express.js|Scrum,Cloud/DevOps|Framework/Library|Process,synthetic,Docker,Cloud/DevOps
sample-00430,"The ML Engineer will help modernize our platform and delivery process. Required skills include Flask, Scrum, and distributed systems. Strong experience with distributed systems and Elasticsearch is expected. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes go.",Elasticsearch|Flask|Go|Scrum|System Design,Architecture|Database|Framework/Library|Process|Programming Language,synthetic,Flask,Framework/Library
sample-01513,"Our team needs a Platform Engineer to scale critical business workflows. You must have experience with gitlab and BigQuery. Strong experience with BigQuery and sql is expected. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: rest api and bash.",Bash|BigQuery|Git|REST APIs|SQL,Architecture|Database|Programming Language|Tooling,synthetic,Git,Tooling
sample-00896,"This Quality Engineer position focuses on building high-impact data products. You must have experience with Redis, Integration Testing, gitlab, and unit testing. You must have experience with gitlab, unit testing, and agile. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: cpp.",Agile|C++|Git|Integration Testing|Redis|Unit Testing,Database|Process|Programming Language|Testing/Quality|Tooling,synthetic,Redis,Database
